id_cliente,ano_nascimento,nivel_educacao,estado_civil,salario_anual_dolar,criancas_ate_dez_anos,criancas_mais_dez_anos,data_entrada,resposta_campanha
8890,1971,Posgrado,Divorciado,65808,1,1,2022-05-30,0
5049,1974,Posgrado,Unión de hecho,30351,1,0,2021-06-06,0
9973,1963,Grado o superior,Casado,50437,0,2,2020-10-17,0
7301,1982,Secundaria,Soltero,23616,1,0,2020-11-17,1
10882,1976,Grado o superior,Casado,53858,0,1,2020-11-09,0
7030,1955,Posgrado,Casado,66465,0,1,2021-03-30,0
7422,1987,Grado o superior,Soltero,46923,1,0,2020-08-22,0
3523,1962,Grado o superior,Unión de hecho,75072,0,1,2021-01-23,0
7106,1943,Posgrado,Casado,75865,0,0,2022-03-31,0
6504,1975,Secundaria,Unión de hecho,19789,1,0,2021-11-20,0
5067,1994,Grado o superior,Unión de hecho,80134,0,0,2022-02-14,0
4216,1981,Grado o superior,Soltero,91065,0,0,2021-02-22,1
8581,1971,Posgrado,Casado,49505,1,1,2021-03-05,0
5929,1973,Posgrado,Casado,37401,1,0,2022-05-06,0
3129,1983,Grado o superior,Casado,30096,1,0,2022-05-22,0
6528,1982,Posgrado,Unión de hecho,18492,1,0,2022-06-05,0
1361,1974,Posgrado,Casado,82584,0,0,2021-06-04,1
6932,1941,Posgrado,Casado,93027,0,0,2021-04-13,0
7284,1953,Grado o superior,Casado,48686,1,2,2021-12-04,0
1340,1986,Grado o superior,Casado,92910,0,0,2022-04-24,0
8746,1989,Grado o superior,Casado,75433,1,0,2022-04-05,0
5987,1989,Secundaria,Unión de hecho,10404,1,0,2022-05-04,0
3767,1968,Grado o superior,Casado,61314,0,1,2021-04-25,0
3725,1961,Posgrado,Soltero,84865,0,0,2021-05-09,1
4324,1989,Grado o superior,Casado,42387,1,0,2020-10-29,0
238,1967,Secundaria,Unión de hecho,67309,1,1,2021-01-23,0
6694,1964,Grado o superior,Casado,75236,0,1,2021-11-25,0
498,1970,Grado o superior,Soltero,30015,1,0,2022-02-02,0
9347,1956,Posgrado,Unión de hecho,50943,0,1,2021-06-21,0
9699,1966,Grado o superior,Divorciado,67272,0,1,2021-12-21,0
10664,1949,Posgrado,Viuda/Viudo,51529,0,1,2021-09-07,0
5455,1971,Posgrado,Casado,32011,1,0,2021-08-22,0
456,1986,Secundaria,Casado,7500,1,0,2021-02-07,0
5012,1989,Grado o superior,Casado,28691,1,0,2021-07-04,0
7495,1948,Posgrado,Casado,56223,0,1,2021-12-20,0
5029,1946,Grado o superior,Casado,18100,0,0,2021-08-06,0
10642,1989,Grado o superior,Soltero,30279,1,0,2020-12-30,0
2106,1974,Secundaria,Casado,20130,0,0,2022-03-17,0
10364,1959,Grado o superior,Divorciado,23295,0,0,2021-07-13,0
5954,1972,Posgrado,Divorciado,42618,1,0,2021-10-09,0
1137,1964,Grado o superior,Soltero,81246,0,0,2021-12-29,0
2541,1976,Grado o superior,Casado,24027,1,0,2021-06-09,0
1142,1953,Posgrado,Casado,55707,0,1,2021-12-22,0
2276,1955,Grado o superior,Soltero,57959,0,1,2021-05-02,0
2807,1969,Grado o superior,Casado,56796,0,1,2021-02-16,0
6471,1971,Posgrado,Soltero,36230,1,0,2021-10-17,0
6131,1980,Secundaria,Casado,70829,1,1,2021-12-01,0
6233,1976,Grado o superior,Casado,65991,0,1,2020-09-07,0
4148,1972,Grado o superior,Casado,38988,1,2,2020-08-20,0
4947,1966,Secundaria,Soltero,89572,0,0,2020-09-15,1
3225,1984,Posgrado,Casado,42207,1,0,2021-04-01,1
7540,1952,Grado o superior,Casado,50300,0,1,2022-05-25,0
10648,1982,Secundaria,Unión de hecho,66664,0,0,2020-09-25,0
1992,1964,Grado o superior,Casado,60597,0,1,2022-01-01,1
7851,1949,Grado o superior,Viuda/Viudo,70165,0,0,2021-09-22,0
8594,1958,Posgrado,Viuda/Viudo,50520,0,1,2022-01-28,0
7059,1963,Grado o superior,Casado,80124,0,0,2022-06-26,0
2815,1975,Grado o superior,Casado,33183,1,0,2022-02-24,0
2416,1969,Posgrado,Soltero,66582,0,0,2022-03-03,0
7999,1955,Posgrado,Unión de hecho,75261,0,0,2021-04-23,1
9213,1970,Grado o superior,Viuda/Viudo,31880,1,0,2020-10-31,0
9697,1951,Grado o superior,Casado,53790,0,2,2022-03-06,0
3916,1971,Posgrado,Unión de hecho,49269,1,0,2020-08-15,0
2021,1975,Grado o superior,Casado,61456,0,1,2021-03-27,0
1581,1980,Grado o superior,Casado,37406,1,0,2021-10-10,1
564,1981,Posgrado,Unión de hecho,56937,1,0,2020-08-04,1
6619,1978,Grado o superior,Casado,38415,1,1,2021-01-02,0
9081,1988,Grado o superior,Soltero,20518,1,0,2022-05-18,0
178,1956,Grado o superior,Casado,62503,0,1,2021-02-18,0
916,1972,Posgrado,Soltero,41644,1,1,2022-05-09,0
5512,1977,Posgrado,Casado,55842,0,1,2022-05-23,0
8970,1972,Posgrado,Casado,62010,0,1,2020-10-23,0
10581,1977,Grado o superior,Casado,41124,1,0,2020-10-31,0
5300,1973,Posgrado,Casado,38961,1,0,2021-12-30,0
5154,1972,Posgrado,Divorciado,37760,1,0,2021-08-11,0
8346,1974,Grado o superior,Soltero,32233,1,0,2020-08-19,1
1676,1975,Grado o superior,Casado,43057,0,1,2021-10-30,0
9286,1960,Posgrado,Unión de hecho,83151,0,0,2020-10-10,0
2426,1964,Posgrado,Divorciado,78825,0,0,2020-09-14,1
5172,1976,Posgrado,Unión de hecho,65104,0,1,2021-11-14,0
5562,1974,Grado o superior,Casado,60093,0,1,2021-06-26,0
3436,1969,Grado o superior,Casado,14045,1,0,2022-01-26,0
3921,1952,Secundaria,Viuda/Viudo,28457,0,0,2020-10-28,0
3403,1958,Posgrado,Unión de hecho,78952,0,1,2020-09-24,0
22,1976,Grado o superior,Divorciado,46310,1,0,2020-12-03,0
10965,1955,Grado o superior,Unión de hecho,76005,0,0,2021-02-22,0
9426,1964,Posgrado,Soltero,58308,0,1,2021-01-12,0
6605,1944,Posgrado,Divorciado,55614,0,0,2021-11-27,0
3136,1962,Posgrado,Divorciado,59432,0,1,2021-04-13,0
8737,1978,Grado o superior,Divorciado,55563,0,1,2022-04-05,0
11088,1971,Posgrado,Unión de hecho,78642,0,1,2021-04-21,0
716,1949,Posgrado,Unión de hecho,67911,0,1,2022-05-22,0
466,1944,Grado o superior,Casado,65275,0,0,2021-04-03,0
9135,1950,Grado o superior,Unión de hecho,27203,1,1,2020-08-06,0
10623,1961,Posgrado,Unión de hecho,48330,0,1,2021-11-15,0
8151,1990,Secundaria,Casado,24279,0,0,2020-12-29,0
5140,1985,Posgrado,Casado,64355,1,0,2020-08-24,0
10160,1956,Posgrado,Unión de hecho,50943,0,1,2021-06-21,0
4945,1953,Grado o superior,Viuda/Viudo,53653,0,0,2020-11-07,0
10584,1976,Grado o superior,Casado,65665,0,1,2021-12-02,0
6071,1989,Grado o superior,Soltero,81217,0,0,2021-07-19,0
3386,1992,Grado o superior,Casado,34935,0,0,2021-06-21,0
8939,1959,Grado o superior,Divorciado,61250,0,1,2020-12-16,0
9925,1981,Posgrado,Unión de hecho,39665,1,0,2021-05-25,0
4320,1979,Grado o superior,Soltero,60152,0,1,2021-03-28,0
5389,1964,Grado o superior,Casado,48920,0,2,2021-10-20,0
6036,1959,Posgrado,Unión de hecho,89120,0,0,2022-03-17,0
182,1946,Posgrado,Unión de hecho,44124,0,1,2021-05-11,0
203,1975,Posgrado,Soltero,81169,0,0,2021-04-14,0
11025,1961,Grado o superior,Casado,36443,1,1,2021-02-03,0
10203,1990,Grado o superior,Soltero,26095,1,0,2021-06-30,0
4607,1959,Grado o superior,Unión de hecho,71367,0,0,2021-08-23,0
3711,1944,Posgrado,Casado,80184,0,0,2022-03-01,0
3696,1965,Grado o superior,Divorciado,30630,1,1,2022-01-27,0
2532,1987,Posgrado,Soltero,73454,0,0,2022-03-01,0
9214,1991,Grado o superior,Casado,42691,0,0,2021-08-16,0
4943,1953,Grado o superior,Casado,70503,0,0,2020-09-30,0
35,1987,Grado o superior,Casado,25545,1,0,2020-09-08,1
2258,1986,Grado o superior,Casado,32880,1,0,2020-12-04,0
4322,1958,Posgrado,Unión de hecho,77863,0,0,2021-11-27,0
713,1977,Posgrado,Casado,50353,0,0,2022-06-08,0
4702,1964,Grado o superior,Soltero,61839,0,0,2020-08-12,0
3281,1960,Posgrado,Casado,49154,1,1,2021-11-03,0
702,1975,Secundaria,Viuda/Viudo,47682,0,1,2021-02-15,0
2004,1969,Grado o superior,Soltero,72679,0,1,2021-09-18,0
4769,1977,Posgrado,Unión de hecho,57954,1,1,2022-06-18,0
4437,1962,Grado o superior,Casado,65316,1,1,2021-04-24,0
8724,1982,Grado o superior,Soltero,28567,1,0,2021-06-17,0
10741,1951,Posgrado,Unión de hecho,47352,0,1,2021-04-11,0
1991,1967,Grado o superior,Unión de hecho,44931,0,1,2022-01-18,0
6931,1967,Grado o superior,Divorciado,76982,0,0,2022-02-15,1
11096,1952,Secundaria,Unión de hecho,57247,0,1,2021-08-08,0
304,1981,Posgrado,Soltero,22944,1,0,2021-12-23,0
3665,1977,Secundaria,Unión de hecho,25315,1,0,2021-11-07,0
10591,1969,Grado o superior,Viuda/Viudo,43638,0,1,2020-08-06,0
5036,1984,Posgrado,Soltero,42710,1,0,2020-11-28,0
5547,1982,Posgrado,Casado,84169,0,0,2021-08-07,1
7822,1976,Grado o superior,Unión de hecho,54058,0,1,2021-06-04,0
8541,1990,Secundaria,Casado,24683,1,0,2022-03-08,0
10955,1964,Grado o superior,Viuda/Viudo,85620,0,0,2022-01-07,1
4368,1980,Grado o superior,Casado,47850,1,0,2021-12-03,0
9671,1968,Grado o superior,Casado,19514,1,1,2022-01-26,1
2256,1973,Posgrado,Casado,27159,1,1,2022-03-29,0
4279,1963,Secundaria,Soltero,39548,1,1,2022-03-31,0
5371,1989,Grado o superior,Soltero,21474,1,0,2022-04-08,1
9240,1971,Posgrado,Soltero,60504,0,1,2022-02-07,0
9460,1963,Grado o superior,Casado,22419,0,0,2021-04-18,0
9504,1949,Posgrado,Casado,81698,0,0,2021-11-06,1
8692,1952,Grado o superior,Unión de hecho,43462,1,1,2020-09-12,0
448,1978,Posgrado,Soltero,54880,1,0,2021-03-01,0
8314,1982,Grado o superior,Casado,79908,0,0,2021-04-05,0
8420,1970,Secundaria,Casado,15315,0,0,2021-08-03,0
3174,1959,Grado o superior,Unión de hecho,87771,0,1,2021-05-22,1
7685,1978,Grado o superior,Casado,33039,1,0,2021-09-09,0
3179,1980,Grado o superior,Soltero,81741,0,0,2021-06-16,0
9780,1971,Posgrado,Unión de hecho,71499,0,1,2021-06-25,0
10681,1970,Secundaria,Casado,62466,0,1,2022-01-15,0
10232,1963,Posgrado,Divorciado,48799,0,1,2021-11-05,0
4184,1950,Posgrado,Unión de hecho,52157,0,1,2022-06-07,0
9120,1962,Grado o superior,Soltero,66565,0,1,2020-12-05,0
891,1951,Posgrado,Unión de hecho,29298,1,1,2021-09-07,0
10381,1979,Grado o superior,Soltero,47691,0,1,2021-07-05,0
3525,1970,Grado o superior,Unión de hecho,38200,1,1,2020-12-07,0
6818,1974,Grado o superior,Casado,44989,0,1,2020-09-12,0
3526,1968,Posgrado,Casado,38443,1,1,2022-01-27,0
8181,1978,Secundaria,Soltero,38593,1,0,2021-09-13,0
1029,1970,Posgrado,Unión de hecho,64413,0,1,2021-08-01,0
7369,1981,Posgrado,Casado,36959,1,0,2021-10-02,0
2574,1977,Posgrado,Casado,61996,0,1,2021-01-31,1
8159,1968,Grado o superior,Casado,51287,1,1,2022-04-01,0
1160,1970,Grado o superior,Casado,13260,1,1,2021-08-23,0
10242,1966,Posgrado,Unión de hecho,47472,1,1,2021-09-16,0
5253,1956,Posgrado,Unión de hecho,54603,1,1,2021-07-09,0
5966,1974,Posgrado,Casado,45207,1,1,2020-11-10,0
5314,1951,Grado o superior,Unión de hecho,40689,0,1,2021-03-18,0
5081,1967,Secundaria,Unión de hecho,47821,1,1,2021-10-20,0
5123,1951,Posgrado,Casado,27450,0,0,2021-04-15,0
5756,1983,Grado o superior,Unión de hecho,39453,1,0,2022-04-03,0
8036,1971,Secundaria,Unión de hecho,26850,1,1,2022-04-18,0
9058,1955,Grado o superior,Viuda/Viudo,79800,0,0,2020-09-23,1
5057,1961,Posgrado,Casado,61794,0,1,2021-09-14,0
254,1955,Grado o superior,Unión de hecho,53863,0,1,2022-05-17,0
4179,1959,Grado o superior,Unión de hecho,24221,0,0,2021-08-20,0
3710,1984,Posgrado,Soltero,39684,1,0,2020-10-12,1
7627,1975,Posgrado,Casado,92163,0,0,2020-12-12,1
4501,1965,Posgrado,Soltero,69882,0,0,2021-11-10,0
6424,1977,Grado o superior,Unión de hecho,33178,1,0,2022-01-30,0
3075,1972,Posgrado,Casado,59973,0,0,2021-09-11,0
4992,1975,Posgrado,Unión de hecho,17459,1,0,2021-09-19,1
5252,1969,Grado o superior,Divorciado,23910,1,0,2020-10-26,0
7444,1969,Posgrado,Casado,42169,1,1,2021-10-19,0
6919,1978,Secundaria,Casado,26224,1,0,2021-06-04,0
3537,1981,Grado o superior,Unión de hecho,31089,1,0,2020-08-17,0
10277,1961,Grado o superior,Soltero,30081,0,1,2021-02-21,0
2453,1960,Grado o superior,Unión de hecho,62807,0,1,2020-08-31,0
7972,1955,Grado o superior,Soltero,72906,0,0,2021-09-17,0
895,1948,Posgrado,Casado,61467,0,2,2020-12-09,0
1177,1966,Posgrado,Unión de hecho,49618,1,1,2021-01-26,0
7141,1986,Posgrado,Soltero,21888,1,0,2020-12-29,1
7232,1973,Grado o superior,Viuda/Viudo,42429,0,1,2022-02-11,0
8477,1956,Grado o superior,Divorciado,26150,2,1,2021-03-11,0
2457,1975,Secundaria,Casado,30801,0,1,2020-10-26,0
988,1965,Grado o superior,Casado,81168,0,0,2022-05-07,0
7930,1969,Posgrado,Soltero,26877,0,0,2021-08-19,0
4587,1944,Posgrado,Viuda/Viudo,45006,0,0,2021-07-18,0
6682,1973,Secundaria,Casado,18978,1,0,2020-12-11,0
6222,1967,Grado o superior,Casado,22574,2,1,2021-10-28,0
10299,1969,Posgrado,Soltero,48240,0,0,2020-11-09,1
3083,1974,Grado o superior,Casado,45837,1,1,2021-07-26,0
8953,1965,Posgrado,Soltero,35791,2,1,2021-05-06,0
1503,1976,Posgrado,Unión de hecho,162397,1,1,2021-06-03,0
8650,1978,Grado o superior,Viuda/Viudo,54162,1,1,2021-03-18,0
10862,1960,Posgrado,Casado,30522,0,1,2020-08-17,0
2782,1961,Posgrado,Casado,54456,0,1,2021-07-11,0
6941,1971,Grado o superior,Soltero,31632,0,0,2021-07-14,0
10972,1949,Grado o superior,Viuda/Viudo,72298,0,0,2022-03-10,0
10708,1978,Secundaria,Soltero,36975,1,0,2021-12-28,0
6583,1955,Secundaria,Casado,72635,0,0,2021-06-03,0
3641,1976,Grado o superior,Casado,13624,1,0,2021-01-20,0
10156,1975,Grado o superior,Soltero,84196,0,1,2021-06-03,0
4299,1960,Grado o superior,Unión de hecho,70971,0,1,2020-09-21,1
3469,1977,Posgrado,Divorciado,34487,1,1,2020-09-06,0
5063,1977,Grado o superior,Soltero,28769,1,0,2020-12-18,0
10727,1970,Posgrado,Casado,69084,1,0,2021-11-19,0
9624,1958,Posgrado,Unión de hecho,65488,0,0,2022-06-13,0
5156,1970,Secundaria,Casado,62466,0,1,2022-01-15,0
4376,1960,Secundaria,Soltero,32218,0,0,2022-02-15,1
8923,1973,Grado o superior,Soltero,83917,0,0,2021-04-18,1
8461,1962,Grado o superior,Divorciado,46102,2,1,2022-03-10,0
6945,1952,Grado o superior,Soltero,84574,0,0,2021-06-04,0
944,1962,Grado o superior,Casado,56181,0,1,2021-01-08,0
1907,1950,Posgrado,Divorciado,63120,0,1,2020-09-28,1
701,1971,Grado o superior,Casado,73691,0,1,2021-11-06,0
3856,1960,Grado o superior,Unión de hecho,63381,0,1,2020-10-05,0
4149,1948,Posgrado,Unión de hecho,76140,0,0,2022-05-13,0
2131,1959,Posgrado,Divorciado,62859,0,1,2020-12-30,0
2942,1964,Grado o superior,Soltero,45906,0,1,2021-05-07,0
1173,1947,Posgrado,Unión de hecho,77632,0,0,2021-03-10,1
4381,1971,Posgrado,Casado,46463,1,1,2021-08-18,0
4611,1970,Grado o superior,Unión de hecho,105471,0,0,2021-01-21,1
3376,1970,Posgrado,Divorciado,55282,1,0,2021-12-13,0
4679,1977,Posgrado,Casado,78710,0,1,2022-05-23,0
10928,1958,Grado o superior,Unión de hecho,66886,0,1,2021-09-16,0
4248,1960,Posgrado,Soltero,98777,0,0,2022-02-17,0
6728,1985,Grado o superior,Unión de hecho,29103,1,0,2020-08-27,0
6661,1974,Grado o superior,Casado,67445,0,1,2020-08-12,0
4725,1950,Posgrado,Unión de hecho,50616,0,1,2022-04-13,0
3277,1955,Grado o superior,Divorciado,49431,0,1,2020-08-03,0
5555,1975,Grado o superior,Divorciado,153924,0,0,2022-02-07,0
2564,1953,Grado o superior,Unión de hecho,61278,0,1,2022-01-04,0
946,1958,Secundaria,Unión de hecho,26490,0,0,2020-09-22,0
3867,1947,Posgrado,Unión de hecho,73059,0,1,2021-08-31,0
6940,1966,Posgrado,Soltero,46734,1,2,2021-10-21,0
55,1963,Grado o superior,Unión de hecho,56253,0,1,2020-12-07,0
7093,1985,Grado o superior,Casado,19986,1,0,2021-11-14,0
5084,1975,Grado o superior,Viuda/Viudo,58330,0,1,2021-12-25,0
1777,1980,Secundaria,Casado,25965,0,0,2020-09-07,0
8162,1956,Posgrado,Unión de hecho,14661,0,0,2021-01-01,0
10826,1959,Grado o superior,Casado,18690,0,0,2020-12-28,0
8754,1974,Posgrado,Unión de hecho,45068,0,1,2021-05-16,0
1987,1987,Secundaria,Soltero,21063,1,0,2021-09-25,0
11007,1968,Posgrado,Casado,29187,1,0,2021-05-09,0
7426,1971,Secundaria,Casado,54690,1,1,2021-11-07,0
9153,1964,Posgrado,Casado,59304,0,1,2021-07-29,0
10379,1962,Posgrado,Soltero,59247,0,2,2021-11-08,0
9204,1970,Grado o superior,Viuda/Viudo,66731,0,1,2020-09-12,0
3197,1980,Grado o superior,Casado,77353,0,1,2021-12-16,0
2920,1975,Posgrado,Soltero,52614,0,1,2020-12-01,0
6961,1974,Grado o superior,Casado,26751,2,0,2022-05-22,0
4673,1963,Posgrado,Casado,81300,0,1,2020-10-30,1
9937,1979,Grado o superior,Soltero,70337,0,0,2022-01-02,0
8779,1985,Secundaria,Casado,36145,1,0,2021-06-16,1
9596,1980,Posgrado,Soltero,65295,0,0,2021-12-23,0
2891,1963,Grado o superior,Divorciado,68118,0,1,2021-10-18,0
4910,1967,Grado o superior,Divorciado,68743,0,0,2020-08-30,0
75,1982,Secundaria,Unión de hecho,41039,0,0,2021-07-25,0
10120,1955,Grado o superior,Unión de hecho,38946,0,1,2021-10-24,0
6327,1967,Grado o superior,Unión de hecho,65777,0,0,2021-12-19,0
10142,1976,Posgrado,Divorciado,66476,0,1,2021-03-07,0
9826,1972,Posgrado,Soltero,86857,0,0,2020-09-12,1
1501,1982,Posgrado,Casado,160803,0,0,2020-08-04,0
10767,1989,Posgrado,Unión de hecho,77845,0,0,2022-05-16,0
7279,1969,Posgrado,Unión de hecho,69476,0,0,2021-09-30,0
7230,1960,Posgrado,Divorciado,50611,0,1,2020-10-04,1
143,1970,Grado o superior,Soltero,61209,0,0,2021-08-25,0
450,1958,Posgrado,Unión de hecho,42315,0,1,2021-07-12,0
9316,1952,Secundaria,Unión de hecho,13084,0,0,2021-11-02,0
6379,1949,Posgrado,Viuda/Viudo,47570,1,1,2021-05-29,1
9239,1961,Posgrado,Casado,61923,0,2,2021-07-26,0
8315,1995,Grado o superior,Soltero,34824,0,0,2022-03-26,0
2868,1949,Posgrado,Soltero,26518,1,1,2021-04-08,1
10888,1961,Grado o superior,Soltero,45938,0,0,2021-11-03,0
1277,1960,Grado o superior,Unión de hecho,78468,0,0,2022-04-09,0
9977,1973,Grado o superior,Divorciado,78901,0,1,2021-09-17,0
10196,1978,Grado o superior,Casado,71427,2,0,2022-03-12,0
6384,1978,Grado o superior,Divorciado,71022,0,1,2022-02-11,0
8029,1988,Posgrado,Soltero,90247,0,0,2022-04-29,1
968,1968,Posgrado,Divorciado,41335,1,0,2021-12-26,0
6988,1986,Grado o superior,Casado,71952,1,0,2021-01-10,0
4472,1970,Posgrado,Divorciado,35682,1,0,2022-06-27,0
6991,1951,Grado o superior,Divorciado,43185,0,1,2021-04-10,0
3336,1948,Posgrado,Unión de hecho,66375,0,1,2021-11-21,0
4301,1971,Posgrado,Casado,35178,1,0,2021-01-10,1
1940,1986,Grado o superior,Casado,25252,1,0,2021-07-12,0
1272,1965,Posgrado,Soltero,55250,0,1,2020-10-21,0
1388,1975,Grado o superior,Soltero,33249,1,0,2021-02-20,0
1044,1953,Grado o superior,Unión de hecho,58398,0,0,2021-05-14,0
6969,1982,Grado o superior,Unión de hecho,50272,1,0,2021-08-07,0
10479,1975,Posgrado,Casado,76618,0,0,2020-12-07,0
3619,1960,Secundaria,Divorciado,87305,0,0,2020-09-23,1
1715,1978,Grado o superior,Unión de hecho,25851,1,0,2021-02-11,0
10159,1970,Grado o superior,Divorciado,58710,0,1,2021-03-31,0
1463,1958,Grado o superior,Soltero,45160,1,1,2022-03-29,0
5114,1965,Posgrado,Casado,74806,0,1,2020-12-19,0
4990,1954,Grado o superior,Casado,59111,0,0,2021-05-02,0
4329,1984,Posgrado,Casado,18988,1,0,2022-05-23,0
10936,1965,Grado o superior,Casado,72190,0,0,2021-02-13,0
4692,1976,Grado o superior,Casado,7500,1,0,2020-08-01,1
7212,1966,Grado o superior,Casado,44794,0,1,2022-06-08,0
6086,1955,Grado o superior,Casado,80395,0,0,2021-11-23,0
437,1976,Posgrado,Divorciado,75012,0,0,2022-01-25,0
11171,1965,Posgrado,Casado,56962,2,1,2021-10-11,0
11101,1991,Grado o superior,Unión de hecho,89891,0,0,2021-04-15,0
5329,1949,Posgrado,Divorciado,35946,1,1,2021-09-27,0
610,1953,Posgrado,Unión de hecho,53593,1,1,2020-08-07,0
9384,1978,Grado o superior,Casado,66373,1,1,2021-06-12,0
5956,1948,Posgrado,Divorciado,45072,1,2,2021-10-16,0
10430,1973,Grado o superior,Divorciado,89694,1,1,2021-10-09,0
7875,1949,Grado o superior,Casado,72025,0,0,2022-04-29,1
7072,1973,Grado o superior,Casado,67432,0,1,2021-03-29,0
6255,1952,Posgrado,Unión de hecho,70545,0,1,2022-06-03,0
6516,1989,Secundaria,Casado,17487,1,0,2021-03-18,0
5564,1969,Grado o superior,Unión de hecho,62882,0,1,2020-08-09,0
5682,1953,Posgrado,Soltero,64108,0,1,2021-03-23,0
7458,1956,Posgrado,Unión de hecho,34941,1,1,2021-03-06,0
5237,1950,Posgrado,Soltero,48767,1,2,2022-01-01,0
7761,1978,Secundaria,Unión de hecho,38702,1,0,2021-08-01,0
5278,1964,Grado o superior,Casado,82224,0,0,2022-01-25,0
3560,1952,Grado o superior,Unión de hecho,83844,0,0,2021-05-12,0
7235,1975,Secundaria,Casado,17003,1,0,2021-12-09,0
10548,1995,Grado o superior,Soltero,71163,0,0,2022-03-09,0
2281,1970,Grado o superior,Soltero,33697,1,0,2021-09-15,0
4073,1954,Secundaria,Casado,63564,0,0,2022-01-29,1
6974,1972,Posgrado,Unión de hecho,83443,0,0,2021-12-31,0
7938,1958,Posgrado,Unión de hecho,51518,0,1,2021-10-03,0
7094,1975,Grado o superior,Viuda/Viudo,58330,0,1,2021-12-25,0
3667,1969,Grado o superior,Casado,80952,0,0,2021-02-28,1
7723,1979,Grado o superior,Unión de hecho,75507,0,0,2022-05-02,0
3870,1978,Secundaria,Unión de hecho,63855,0,0,2021-02-09,0
4012,1972,Posgrado,Unión de hecho,62220,0,1,2020-08-11,1
5909,1964,Grado o superior,Casado,58512,0,1,2021-09-19,0
10470,1979,Posgrado,Casado,40662,1,0,2021-03-15,0
6488,1959,Posgrado,Casado,38829,0,1,2022-04-06,0
10270,1981,Secundaria,Casado,35523,1,0,2021-10-03,0
6887,1967,Grado o superior,Soltero,79146,1,1,2022-04-24,0
6406,1988,Posgrado,Casado,78285,0,0,2021-10-28,0
7573,1978,Posgrado,Soltero,31626,1,0,2021-05-10,1
4508,1952,Grado o superior,Soltero,75127,0,0,2022-05-22,0
221,1955,Grado o superior,Casado,48726,0,1,2021-04-27,0
5331,1977,Grado o superior,Casado,74985,0,0,2020-09-11,0
1911,1987,Grado o superior,Unión de hecho,67430,0,0,2020-09-05,0
20,1965,Secundaria,Casado,46891,0,1,2021-09-01,0
8786,1956,Posgrado,Casado,62058,0,1,2021-05-26,0
10582,1979,Grado o superior,Casado,72063,0,1,2021-07-03,0
1915,1951,Posgrado,Casado,78939,0,0,2021-12-12,0
8897,1965,Grado o superior,Soltero,42720,1,1,2021-04-24,1
2371,1972,Grado o superior,Casado,33622,1,1,2021-04-13,0
4303,1957,Posgrado,Unión de hecho,6835,0,1,2020-12-08,0
6825,1953,Grado o superior,Unión de hecho,41452,1,1,2021-03-06,0
1072,1965,Posgrado,Soltero,40760,0,1,2021-08-30,0
4964,1958,Posgrado,Unión de hecho,74250,0,0,2022-01-26,0
2461,1955,Posgrado,Soltero,51124,1,1,2021-12-18,0
10736,1971,Grado o superior,Soltero,72258,0,1,2021-09-12,0
3194,1974,Posgrado,Soltero,71466,0,0,2022-04-05,0
10839,1976,Grado o superior,Unión de hecho,36283,1,1,2022-04-14,0
49,1970,Grado o superior,Soltero,20587,1,0,2022-05-11,0
4290,1972,Grado o superior,Casado,30467,1,0,2022-03-19,0
10219,1972,Grado o superior,Unión de hecho,31590,1,0,2021-06-18,0
4211,1986,Secundaria,Casado,20425,1,0,2020-10-29,0
1135,1960,Posgrado,Unión de hecho,17144,1,1,2022-02-15,0
6299,1968,Posgrado,Divorciado,42564,0,1,2021-01-02,1
10846,1978,Posgrado,Casado,43783,1,0,2022-05-29,0
347,1976,Grado o superior,Divorciado,40780,0,1,2020-09-08,0
6543,1945,Posgrado,Unión de hecho,62847,0,0,2021-01-15,0
10446,1957,Posgrado,Casado,82017,0,0,2020-11-07,1
3479,1950,Grado o superior,Soltero,16813,0,0,2021-07-19,0
11075,1978,Grado o superior,Casado,51267,1,1,2021-10-29,0
4442,1961,Grado o superior,Soltero,46524,0,1,2021-04-05,0
199,1962,Posgrado,Soltero,45183,0,0,2021-01-20,0
6722,1954,Posgrado,Casado,70421,0,1,2022-06-28,0
796,1965,Secundaria,Divorciado,60161,0,1,2020-10-23,0
3749,1973,Grado o superior,Unión de hecho,73926,0,0,2021-03-02,0
8523,1968,Grado o superior,Casado,19329,1,0,2021-12-14,0
310,1970,Posgrado,Casado,61872,0,1,2021-12-13,0
8629,1956,Grado o superior,Viuda/Viudo,46984,1,1,2021-03-26,0
236,1951,Grado o superior,Casado,34838,1,1,2021-01-19,0
9930,1944,Posgrado,Soltero,82716,0,0,2021-11-05,0
3483,1958,Grado o superior,Casado,48192,0,0,2021-04-06,1
4599,1976,Posgrado,Casado,49681,0,2,2021-11-04,0
7326,1971,Posgrado,Casado,56850,0,1,2022-03-23,0
7352,1957,Grado o superior,Casado,55267,0,1,2021-10-21,0
2350,1972,Grado o superior,Casado,59666,1,1,2021-03-22,0
9145,1972,Grado o superior,Soltero,72504,0,1,2021-04-06,0
2964,1981,Grado o superior,Casado,26872,0,0,2021-10-16,0
5585,1972,Grado o superior,Soltero,21359,1,0,2021-04-20,1
9687,1975,Grado o superior,Soltero,73170,0,0,2022-05-31,0
3732,1955,Posgrado,Casado,52750,0,1,2021-02-04,0
6303,1986,Posgrado,Unión de hecho,91820,0,0,2021-11-23,0
